Region,City,A. Uniques of First Scribe Created,B. Total Events of Scribe Created,c. EHR,Geocodio Latitude,Geocodio Longitude,Geocodio Accuracy Score,Geocodio Accuracy Type,Geocodio Address Line 1,Geocodio Address Line 2,Geocodio Address Line 3,Geocodio House Number,Geocodio Street,Geocodio Unit Type,Geocodio Unit Number,Geocodio City,Geocodio State,Geocodio County,Geocodio Postal Code,Geocodio Country,Geocodio Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS (block),Full FIPS (tract),Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code,County Subdivision Name,County Subdivision FIPS,County Subdivision Class Code,County Subdivision Class Description,ZIP+4 Range Start,ZIP+4 Range End (or blank if no range),ZIP 9 Range Start,ZIP 9 Range End (or blank if no range),Record Type Code,Record Type Description,Residential Indicator,Carrier Route ID,Carrier Route Description,Building or Firm Name,Government Building Code,Government Building Description,Facility Code,Facility Description,City Delivery?,Valid delivery area?,Exact Match?
Georgia,Blairsville,1,84,Other,34.867512,-83.967636,1,place,,,"Blairsville, GA 30512",,,,,Blairsville,GA,Union County,30512,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13291,,,207,1017,1,1.33E+14,1.33E+10,,,,,,,,Blairsville,90288,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Bonaire,1,1,eClinicalWorks,32.54376,-83.59602,1,place,,,"Bonaire, GA 31005",,,,,Bonaire,GA,Houston County,31005,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13153,,,21114,3005,3,1.32E+14,1.32E+10,"Warner Robins, GA",47580,metropolitan,"Macon-Bibb County--Warner Robins, GA",356,,,Warner Robins,93252,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Braselton,0,14,Other,34.10927,-83.76267,1,place,,,"Braselton, GA 30517",,,,,Braselton,GA,Jackson County,30517,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13157,Braselton,1310076,10106,2038,2,1.32E+14,1.32E+10,"Jefferson, GA",27600,micropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,,,West Jackson,93330,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Brunswick,1,4,eMDs,31.180919,-81.493973,1,place,,,"Brunswick, GA 31520",,,,,Brunswick,GA,Glynn County,31520,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13127,Dock Junction,1323200,702,3009,3,1.31E+14,1.31E+10,"Brunswick-St. Simons, GA",15260,metropolitan,,,,,Brunswick,90444,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Buford,6,402,Allscripts,33.960353,-84.037859,1,place,,,"Buford, GA 30515",,,,,Buford,GA,Gwinnett County,30515,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13135,,,50562,1015,1,1.31E+14,1.31E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Atlanta-Sandy Springs-Roswell, GA",12054,Lawrenceville,91704,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Byron,2,191,Other,32.618051,-83.788976,1,place,,,"Byron, GA 31008",,,,,Byron,GA,Peach County,31008,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13225,,,40105,2014,2,1.32E+14,1.32E+10,"Warner Robins, GA",47580,metropolitan,"Macon-Bibb County--Warner Robins, GA",356,,,Byron,90486,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Calhoun,1,97,Epic,34.496921,-84.887942,1,place,,,"Calhoun, GA 30701",,,,,Calhoun,GA,Gordon County,30701,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13129,,,970801,2000,2,1.31E+14,1.31E+10,"Calhoun, GA",15660,micropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,,,Calhoun,90504,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Camilla,0,78,Other,31.249152,-84.242837,1,place,,,"Camilla, GA 31730",,,,,Camilla,GA,Mitchell County,31730,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13205,,,90300,2016,2,1.32E+14,1.32E+10,,,,,,,,Camilla,90522,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Canton,2,222,Other,34.250547,-84.49093,1,place,,,"Canton, GA 30114",,,,,Canton,GA,Cherokee County,30114,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13057,Canton,1312988,90401,1005,1,1.31E+14,1.31E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Marietta, GA",31924,Canton,90540,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Carnesville,1,1,Other,34.363122,-83.254745,1,place,,,"Carnesville, GA 30521",,,,,Carnesville,GA,Franklin County,30521,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13119,,,890202,2040,2,1.31E+14,1.31E+10,,,,,,,,Carnesville,90546,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Carrollton,5,41,Epic,33.604458,-85.04987,1,place,,,"Carrollton, GA 30116",,,,,Carrollton,GA,Carroll County,30116,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13045,Carrollton,1313492,910708,2014,2,1.30E+14,1.30E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Atlanta-Sandy Springs-Roswell, GA",12054,Carrollton,90552,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Cedartown,1,29,undefined,33.998841,-85.239429,1,place,,,"Cedartown, GA 30125",,,,,Cedartown,GA,Polk County,30125,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13233,,,10500,6019,6,1.32E+14,1.32E+10,"Cedartown, GA",16340,micropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,,,Cedartown,90600,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Chatsworth,3,328,Cerner,34.785543,-84.771623,1,place,,,"Chatsworth, GA 30705",,,,,Chatsworth,GA,Murray County,30705,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13213,Chatsworth,1315508,10402,1006,1,1.32E+14,1.32E+10,"Dalton, GA",19140,metropolitan,"Chattanooga-Cleveland-Dalton, TN-GA-AL",174,,,Chatsworth,90618,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Clarkston,0,3,NextGen,33.810953,-84.23797,1,place,,,"Clarkston, GA 30021",,,,,Clarkston,GA,Dekalb County,30021,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13089,Clarkston,1316544,22010,1008,1,1.31E+14,1.31E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Atlanta-Sandy Springs-Roswell, GA",12054,Atlanta-Decatur,90150,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Clayton,1,3,Epic,34.886868,-83.375358,1,place,,,"Clayton, GA 30525",,,,,Clayton,GA,Rabun County,30525,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13241,,,970103,1012,1,1.32E+14,1.32E+10,,,,,,,,Mountain City,92103,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Cleveland,0,19,Athena,34.610466,-83.74615,1,place,,,"Cleveland, GA 30528",,,,,Cleveland,GA,White County,30528,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13311,,,950202,2038,2,1.33E+14,1.33E+10,,,,,,,,Cleveland,90696,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Cochran,0,19,Meditech,32.383904,-83.321095,1,place,,,"Cochran, GA 31014",,,,,Cochran,GA,Bleckley County,31014,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13023,,,790100,2016,2,1.30E+14,1.30E+10,,,,,,,,Cochran,90708,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Columbus,7,596,AdvancedMD,32.472864,-84.97823,1,place,,,"Columbus, GA 31901",,,,,Columbus,GA,Muscogee County,31901,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13215,Columbus,1319000,1800,1041,1,1.32E+14,1.32E+10,"Columbus, GA-AL",17980,metropolitan,"Columbus-Auburn-Opelika, GA-AL",194,,,Columbus West,90753,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Concord,1,1,OfficeAlly,33.104729,-84.456917,1,place,,,"Concord, GA 30206",,,,,Concord,GA,Pike County,30206,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13231,,,10300,1014,1,1.32E+14,1.32E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Atlanta-Sandy Springs-Roswell, GA",12054,Concord-Molena,90768,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Conyers,4,809,AdvancedMD,33.719178,-84.002061,1,place,,,"Conyers, GA 30012",,,,,Conyers,GA,Rockdale County,30012,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13247,,,60101,1004,1,1.32E+14,1.32E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Atlanta-Sandy Springs-Roswell, GA",12054,North Rockdale,92214,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Covington,2,276,NextGen,33.529341,-83.849622,1,place,,,"Covington, GA 30014",,,,,Covington,GA,Newton County,30014,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13217,,,100302,2009,2,1.32E+14,1.32E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Atlanta-Sandy Springs-Roswell, GA",12054,Covington-Porterdale,90804,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Cumming,9,905,None,34.293049,-84.176166,1,place,,,"Cumming, GA 30028",,,,,Cumming,GA,Forsyth County,30028,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13117,,,130203,1005,1,1.31E+14,1.31E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Atlanta-Sandy Springs-Roswell, GA",12054,Silver City,92772,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Dacula,3,598,Epic,33.988309,-83.879494,1,place,,,"Dacula, GA 30019",,,,,Dacula,GA,Gwinnett County,30019,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13135,,,50622,3004,3,1.31E+14,1.31E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Atlanta-Sandy Springs-Roswell, GA",12054,Dacula-Rocky Creek,90846,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Dallas,2,515,None,33.935396,-84.866654,1,place,,,"Dallas, GA 30132",,,,,Dallas,GA,Paulding County,30132,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13223,,,120304,1021,1,1.32E+14,1.32E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Marietta, GA",31924,Dallas,90858,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Dalton,3,4,Epic,34.801861,-84.989796,1,place,,,"Dalton, GA 30719",,,,,Dalton,GA,Whitfield County,30719,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13313,,,501,2009,2,1.33E+14,1.33E+10,"Dalton, GA",19140,metropolitan,"Chattanooga-Cleveland-Dalton, TN-GA-AL",174,,,Dalton,90864,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Dawsonville,2,3,eClinicalWorks,34.453661,-84.155043,1,place,,,"Dawsonville, GA 30534",,,,,Dawsonville,GA,Dawson County,30534,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13085,,,970102,2044,2,1.31E+14,1.31E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Atlanta-Sandy Springs-Roswell, GA",12054,Dawsonville,90906,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Decatur,14,1969,eClinicalWorks,33.772554,-84.291723,1,place,,,"Decatur, GA 30030",,,,,Decatur,GA,Dekalb County,30030,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13089,Decatur,1322052,22601,2018,2,1.31E+14,1.31E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Atlanta-Sandy Springs-Roswell, GA",12054,Atlanta-Decatur,90150,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Douglas,0,3,next gen,31.509338,-82.857131,1,place,,,"Douglas, GA 31533",,,,,Douglas,GA,Coffee County,31533,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13069,Douglas,1323872,10500,2034,2,1.31E+14,1.31E+10,"Douglas, GA",20060,micropolitan,,,,,Douglas,90972,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Douglasville,6,271,Charm Health,33.759543,-84.777337,1,place,,,"Douglasville, GA 30134",,,,,Douglasville,GA,Douglas County,30134,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13097,,,80307,2004,2,1.31E+14,1.31E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Atlanta-Sandy Springs-Roswell, GA",12054,Douglasville-Lithia Springs,90974,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Dublin,3,8,Janeapp,32.459291,-82.938121,1,place,,,"Dublin, GA 31021",,,,,Dublin,GA,Laurens County,31021,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13175,,,950800,4012,4,1.32E+14,1.32E+10,"Dublin, GA",20140,micropolitan,,,,,Dublin,90978,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Duluth,10,1141,AdvancedMD,34.025598,-84.13045,1,place,,,"Duluth, GA 30095",,,,,Duluth,GA,Gwinnett County,30095,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13135,Duluth,1324600,50235,1034,1,1.31E+14,1.31E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Atlanta-Sandy Springs-Roswell, GA",12054,Suwanee-Duluth,92910,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Eastman,0,1,Other,32.143564,-83.194358,1,place,,,"Eastman, GA 31023",,,,,Eastman,GA,Dodge County,31023,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13091,,,960302,2031,2,1.31E+14,1.31E+10,,,,,,,,Eastman,91014,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Elberton,0,25,Office ally,34.129737,-82.840971,1,place,,,"Elberton, GA 30635",,,,,Elberton,GA,Elbert County,30635,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13105,,,502,1011,1,1.31E+14,1.31E+10,,,,,,,,Elberton,91044,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Ellenwood,3,129,Avatar,33.616559,-84.293942,1,place,,,"Ellenwood, GA 30294",,,,,Ellenwood,GA,Clayton County,30294,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13063,,,40410,4027,4,1.31E+14,1.31E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Atlanta-Sandy Springs-Roswell, GA",12054,Forest Park-Morrow,91200,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Evans,3,395,Athena,33.551132,-82.143617,1,place,,,"Evans, GA 30809",,,,,Evans,GA,Columbia County,30809,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13073,Evans,1328044,30311,1011,1,1.31E+14,1.31E+10,"Augusta-Richmond County, GA-SC",12260,metropolitan,,,,,Evans,91110,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Fairburn,6,137,Other,33.591462,-84.608907,1,place,,,"Fairburn, GA 30213",,,,,Fairburn,GA,Fulton County,30213,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13121,South Fulton,1372122,10536,2005,2,1.31E+14,1.31E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Atlanta-Sandy Springs-Roswell, GA",12054,Fairburn-Union City,91128,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Fayetteville,4,56,Epic,33.467941,-84.480626,1,place,,,"Fayetteville, GA 30214",,,,,Fayetteville,GA,Fayette County,30214,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13113,,,140403,2004,2,1.31E+14,1.31E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Atlanta-Sandy Springs-Roswell, GA",12054,Fayetteville,91164,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Fitzgerald,0,35,Other,31.748753,-83.235412,1,place,,,"Fitzgerald, GA 31750",,,,,Fitzgerald,GA,Ben Hill County,31750,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13017,,,960100,2044,2,1.30E+14,1.30E+10,"Fitzgerald, GA",22340,micropolitan,,,,,Fitzgerald,91176,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Flowery Branch,1,18,Other Health ally,34.1851,-83.92518,1,place,,,"Flowery Branch, GA 30542",,,,,Flowery Branch,GA,Hall County,30542,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13139,Flowery Branch,1330340,1501,1050,1,1.31E+14,1.31E+10,"Gainesville, GA",23580,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,,,Flowery Branch,91188,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Folkston,0,1,None,30.855314,-82.027252,1,place,,,"Folkston, GA 31537",,,,,Folkston,GA,Charlton County,31537,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13049,Homeland,1339692,10101,1097,1,1.30E+14,1.30E+10,,,,,,,,Folkston,91194,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Fort Benning,0,39,Athena,32.392337,-84.931457,1,place,,,"Fort Benning, GA 31905",,,,,Fort Benning,GA,Muscogee County,31905,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13215,Columbus,1319000,10802,1170,1,1.32E+14,1.32E+10,"Columbus, GA-AL",17980,metropolitan,"Columbus-Auburn-Opelika, GA-AL",194,,,Fort Benning,91213,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Gainesville,7,1180,Epic,34.334398,-83.837912,1,place,,,"Gainesville, GA 30501",,,,,Gainesville,GA,Hall County,30501,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13139,Gainesville,1331908,502,1005,1,1.31E+14,1.31E+10,"Gainesville, GA",23580,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,,,Gainesville,91260,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Glennville,0,132,NextGen,32.066649,-82.012344,1,place,,,"Glennville, GA 30427",,,,,Glennville,GA,Tattnall County,30427,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13267,,,950300,4008,4,1.33E+14,1.33E+10,,,,,,,,Glennville,91302,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Grayson,0,9,undefined,33.890533,-83.961879,1,place,,,"Grayson, GA 30017",,,,,Grayson,GA,Gwinnett County,30017,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13135,Grayson,1334596,50746,4004,4,1.31E+14,1.31E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Atlanta-Sandy Springs-Roswell, GA",12054,Snellville-Grayson,92790,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Griffin,2,18,Epic,33.265854,-84.289552,1,place,,,"Griffin, GA 30223",,,,,Griffin,GA,Spalding County,30223,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13255,Griffin,1335324,160402,1034,1,1.33E+14,1.33E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Atlanta-Sandy Springs-Roswell, GA",12054,Griffin,91380,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Grovetown,2,54,Other,33.466721,-82.213991,1,place,,,"Grovetown, GA 30813",,,,,Grovetown,GA,Columbia County,30813,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13073,,,30505,3015,3,1.31E+14,1.31E+10,"Augusta-Richmond County, GA-SC",12260,metropolitan,,,,,Grovetown-Harlem,91383,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Guyton,3,3,AdvancedMD,32.331563,-81.384181,1,place,,,"Guyton, GA 31312",,,,,Guyton,GA,Effingham County,31312,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13103,Guyton,1335884,30208,2009,2,1.31E+14,1.31E+10,"Savannah, GA",42340,metropolitan,"Savannah-Hinesville-Statesboro, GA",496,,,Guyton-Springfield,91386,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Hampton,2,789,Epic,33.408112,-84.273764,1,place,,,"Hampton, GA 30228",,,,,Hampton,GA,Henry County,30228,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13151,,,70505,3005,3,1.32E+14,1.32E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Atlanta-Sandy Springs-Roswell, GA",12054,Hampton,91404,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Hartwell,1,7,eClinicalWorks,34.361177,-82.941703,1,place,,,"Hartwell, GA 30643",,,,,Hartwell,GA,Hart County,30643,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13147,Hartwell,1337144,960401,1020,1,1.31E+14,1.31E+10,,,,,,,,Hartwell,91428,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Hawkinsville,0,3,Meditech,32.275664,-83.49009,1,place,,,"Hawkinsville, GA 31036",,,,,Hawkinsville,GA,Pulaski County,31036,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13235,Hawkinsville,1337396,950201,4051,4,1.32E+14,1.32E+10,,,,,,,,Hawkinsville,91434,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Hazlehurst,0,9,Other,31.806871,-82.626991,1,place,,,"Hazlehurst, GA 31539",,,,,Hazlehurst,GA,Jeff Davis County,31539,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13161,,,960101,2046,2,1.32E+14,1.32E+10,,,,,,,,Hazlehurst,91440,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Hephzibah,0,79,Practice Fusion,33.32229,-82.058032,1,place,,,"Hephzibah, GA 30815",,,,,Hephzibah,GA,Richmond County,30815,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13245,Augusta-Richmond County consolidated government (balance),1304204,10907,1012,1,1.32E+14,1.32E+10,"Augusta-Richmond County, GA-SC",12260,metropolitan,,,,,Hephzibah,91452,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Hinesville,3,33,Allscripts,31.806832,-81.437074,1,place,,,"Hinesville, GA 31310",,,,,Hinesville,GA,Liberty County,31310,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13179,Midway,1351352,10504,2040,2,1.32E+14,1.32E+10,"Hinesville, GA",25980,metropolitan,"Savannah-Hinesville-Statesboro, GA",496,,,Midway,91998,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Hiram,0,38,undefined,33.87566,-84.76216,1,place,,,"Hiram, GA 30141",,,,,Hiram,GA,Paulding County,30141,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13223,Hiram,1339076,120507,3030,3,1.32E+14,1.32E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Marietta, GA",31924,Hiram,91494,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Hull,1,9,eClinicalWorks,34.088693,-83.30911,1,place,,,"Hull, GA 30646",,,,,Hull,GA,Madison County,30646,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13195,,,20502,2025,2,1.32E+14,1.32E+10,"Athens-Clarke County, GA",12020,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,,,Colbert,90714,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Jackson,0,1,undefined,33.319863,-83.981112,1,place,,,"Jackson, GA 30233",,,,,Jackson,GA,Butts County,30233,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13035,,,150202,1005,1,1.30E+14,1.30E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Atlanta-Sandy Springs-Roswell, GA",12054,Jackson,91572,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Jesup,1,3,eClinicalWorks,31.600775,-81.957787,1,place,,,"Jesup, GA 31545",,,,,Jesup,GA,Wayne County,31545,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13305,,,970300,2010,2,1.33E+14,1.33E+10,"Jesup, GA",27700,micropolitan,"Savannah-Hinesville-Statesboro, GA",496,,,Jesup,91614,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Jonesboro,18,942,Meditech,33.518505,-84.337523,1,place,,,"Jonesboro, GA 30236",,,,,Jonesboro,GA,Clayton County,30236,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13063,,,40627,3008,3,1.31E+14,1.31E+10,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,"Atlanta-Sandy Springs-Roswell, GA",12054,Jonesboro,91620,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
Georgia,Kathleen,0,2,None,32.49598,-83.60768,1,place,,,"Kathleen, GA 31047",,,,,Kathleen,GA,Houston County,31047,US,TIGER/Line® dataset from the US Census Bureau,2024,13,13153,,,21501,1006,1,1.32E+14,1.32E+10,"Warner Robins, GA",47580,metropolitan,"Macon-Bibb County--Warner Robins, GA",356,,,Elko,91056,Z5,A statistical county subdivision,,,,,,,,,,,,,,,,,
